title	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Gas_Prices_Spike_Nationwide_After_Hurricane_Harvey_	-0.09651225805282593	0.07829852402210236	-0.04786880686879158	-0.04560983180999756	0.2048456370830536	0.03370945155620575	0.1254088431596756	-0.09631428867578506	-0.2660266160964966	-0.22765716910362244	0.09756793826818466	0.17747800052165985	-0.04024484008550644	0.20122481882572174	-0.10024376958608627	0.08284366130828857	-0.08502022922039032	-0.1323801577091217	0.33277633786201477	-0.007107535842806101	0.039385367184877396	-0.11039979755878448	0.28015556931495667	0.09751708805561066	-0.3772111237049103	-0.0022865680512040854	0.17850320041179657	0.3271590769290924	-0.5004104375839233	-0.34721705317497253	-0.16583336889743805	-0.029184425249695778	-0.056031689047813416	-0.13174769282341003	-0.11022711545228958	0.0940551906824112	-0.15532179176807404	0.2523498237133026	-0.12865227460861206	-0.13143596053123474	0.4207261800765991	-0.03528844565153122	0.21882961690425873	-0.17907190322875977	-0.09870289266109467	-0.5118386745452881	-0.09171473234891891	-0.1016203984618187	-0.04782736673951149	-0.09848570823669434	-0.07006935030221939	0.13348039984703064	0.062372609972953796	-0.3105778098106384	-0.004963986109942198	-0.09084074944257736	0.5584255456924438	0.17243488132953644	0.04252719134092331	0.047133006155490875	-0.07307986170053482	-0.21371954679489136	-0.27313774824142456	-0.44646668434143066	0.3478723466396332	-0.1592266857624054	0.17231355607509613	-0.02100679837167263	-0.3167702555656433	-0.24904979765415192	-0.30753210186958313	-0.23619231581687927	-0.09658101946115494	-0.01768767461180687	0.044905249029397964	-0.1041807159781456	0.015888221561908722	-0.2284126579761505	-0.13129624724388123	0.05739951133728027	0.0014959546970203519	0.260903924703598	0.015387997962534428	0.35401591658592224	-0.26184597611427307	-0.03922493755817413	0.1707335263490677	0.028594331815838814	-0.2753029763698578	-0.014201593585312366	-0.08709744364023209	0.30238625407218933	0.12318844348192215	-0.08612867444753647	-0.0460616834461689	0.15089483559131622	-0.2688714265823364	-0.3291660249233246	0.04665295034646988	-0.052180662751197815
What_is_DACA_and_what_happens_if_Trump_scraps_it?_	0.00851213838905096	-0.08588075637817383	-0.041206713765859604	0.02143026702105999	-0.14366662502288818	-0.03775978460907936	-0.13093221187591553	0.1198895201086998	-0.1305171698331833	-0.2385457158088684	-0.026454390957951546	-0.03141046687960625	-0.21139556169509888	0.17322026193141937	-0.052405837923288345	0.21967126429080963	-0.09073004126548767	0.10414868593215942	0.2263452708721161	-0.16516651213169098	0.056158099323511124	0.01231909915804863	0.22554711997509003	0.09661129117012024	-0.04731026291847229	0.3911609649658203	0.00915225688368082	0.23854763805866241	-0.031190864741802216	-0.4414653182029724	0.20286396145820618	-0.012136421166360378	0.06089039519429207	-0.21206539869308472	-0.07327871769666672	-0.27164605259895325	-0.07128316164016724	0.24467015266418457	-0.13063372671604156	0.07495277374982834	-0.04715908318758011	-0.07091831415891647	0.16175684332847595	0.006788976024836302	-0.17075903713703156	-0.1324935108423233	-0.31414979696273804	0.13682341575622559	0.16553838551044464	0.07795201987028122	0.31053292751312256	0.13781744241714478	0.3768816590309143	-0.19313772022724152	0.09569171816110611	-0.1786906123161316	0.24446511268615723	-0.04445066675543785	0.10190299153327942	-0.12370336800813675	0.13102425634860992	-0.10774076730012894	0.039277706295251846	-0.08301277458667755	-0.08633197844028473	-0.20009878277778625	-0.06561297178268433	-0.28642016649246216	0.12951454520225525	0.23600170016288757	0.03568326309323311	0.15511837601661682	0.18331292271614075	-0.10962367057800293	-0.12269695848226547	0.06976927071809769	0.20732919871807098	0.3953964114189148	-0.2522733211517334	-0.20040659606456757	0.014066196046769619	0.11251691728830338	-0.01014624536037445	-0.11764165014028549	-0.39611080288887024	-0.2034948319196701	-0.12864604592323303	0.032553739845752716	0.13038012385368347	0.18306964635849	0.007152883801609278	-0.3058003783226013	0.04603572562336922	0.10006189346313477	0.021109551191329956	0.3572727143764496	-0.2509493827819824	0.07143735885620117	0.14696305990219116	-0.1552763283252716
Stocks_rise_as_U.S._jobs_data_seen_keeping_rate_hikes_in_check_	0.070982426404953	0.02313244715332985	-0.32269179821014404	-0.08496566116809845	-0.022519266232848167	-0.09400690346956253	0.06251466274261475	-0.1748213768005371	-0.023762885481119156	-0.25842851400375366	-0.42010512948036194	0.13506799936294556	-0.2396109253168106	-0.1693023145198822	0.27921462059020996	0.03576409071683884	0.16075821220874786	-0.21741381287574768	-0.08880467712879181	0.363163024187088	0.03957140073180199	-0.14824585616588593	-0.21755582094192505	-0.09036587923765182	-0.20534835755825043	-0.11761920154094696	0.06028195843100548	0.2775494158267975	-0.21479083597660065	-0.20590919256210327	-0.1611466258764267	-0.3846224546432495	-0.40637099742889404	-0.02529023215174675	0.07037781924009323	0.017015419900417328	-0.14123326539993286	-0.19215184450149536	-0.21425577998161316	0.11138767749071121	0.13071204721927643	0.04709916189312935	-0.1242959275841713	-0.03189472854137421	0.005526542663574219	-0.21094398200511932	0.19252517819404602	-0.15454533696174622	-0.2757737338542938	0.1637313812971115	-0.2678542137145996	-0.13848134875297546	-0.1045142412185669	-0.021863583475351334	0.0715717077255249	-0.23877383768558502	0.2026892900466919	0.04547702521085739	-0.008787144906818867	-0.3353590667247772	-0.20436109602451324	-0.06057266145944595	-0.34108033776283264	0.1362568736076355	0.13630399107933044	-0.21352767944335938	-0.1545315533876419	0.043116047978401184	-0.006652799900621176	0.14968013763427734	-0.27250659465789795	0.398097962141037	-0.13171705603599548	-0.13326416909694672	0.29477986693382263	-0.2718910872936249	0.12138710916042328	0.13703550398349762	-0.24400390684604645	0.14238259196281433	0.021327584981918335	0.2486947774887085	0.522236168384552	0.07598872482776642	-0.48357707262039185	-0.04559585452079773	-0.11420390754938126	-0.05388468876481056	0.17439112067222595	0.07964584976434708	0.300525039434433	0.06995977461338043	0.3006484806537628	-0.10390296578407288	-0.04597902670502663	0.02514793910086155	-0.02426370419561863	0.04686428979039192	0.25998663902282715	0.3591451644897461
Interested_in_Wonder_Woman_v._Superman?_Well_it_could_have_happened	0.04042055457830429	-0.017938988283276558	-0.35511675477027893	0.3271286189556122	0.3580368757247925	-0.2555866241455078	-0.08554274588823318	0.07164675742387772	-0.32266828417778015	-0.41559189558029175	-0.1916818469762802	0.02920081652700901	-0.3680432140827179	-0.017150847241282463	-0.03932308033108711	0.05763646587729454	-0.14517320692539215	0.08003713190555573	0.10462909936904907	-0.10885240137577057	-0.22588945925235748	-0.23557372391223907	0.026753032580018044	0.03200417384505272	-0.009978302754461765	0.262194961309433	0.041215524077415466	-0.15385712683200836	0.203986257314682	0.13065125048160553	-0.2686792314052582	0.020121511071920395	0.19080564379692078	0.12701943516731262	-0.07107886672019958	-0.050686225295066833	-0.20972511172294617	0.10748263448476791	-0.2217799872159958	0.14340750873088837	0.08164392411708832	0.13201527297496796	0.19119548797607422	0.07748135179281235	-0.2611881196498871	0.040007080882787704	0.15500785410404205	0.01753099076449871	0.10092108696699142	0.23905229568481445	-0.1972784548997879	0.18871642649173737	0.3999086022377014	-0.22833290696144104	-0.2775874733924866	0.1590338498353958	0.11292648315429688	0.05149819329380989	-0.14060114324092865	0.12361892312765121	-0.1483594924211502	0.16711382567882538	0.059294193983078	-0.178482323884964	-0.13103219866752625	-0.050965096801519394	0.1255597323179245	-0.12689083814620972	0.12673629820346832	-0.09376241266727448	-0.12566550076007843	-0.07459886372089386	0.35362881422042847	-0.2665146589279175	0.11686442047357559	-0.2088775783777237	-0.1768968105316162	-0.20764431357383728	-0.184127077460289	0.0800650417804718	-0.014745676890015602	0.0484076589345932	0.07499010860919952	-0.16169710457324982	-0.16265228390693665	-0.255055695772171	-0.028752297163009644	-0.2056904137134552	-0.20452894270420074	0.08579673618078232	-0.10630222409963608	0.005876987241208553	0.3367438316345215	0.3000424802303314	0.08964572846889496	-0.06050580367445946	-0.3209661841392517	-0.04954389110207558	0.0879739448428154	0.1518305242061615
_La_La_Land__director_bringing_musical_series_to_Netflix_	-0.29533419013023376	-0.08241452276706696	-0.15357208251953125	-0.09943585097789764	0.014396131038665771	-0.1393526941537857	0.3398934602737427	0.2038501501083374	0.27999207377433777	0.013677919283509254	0.018639879301190376	0.14100749790668488	-0.13922369480133057	0.12290377914905548	-0.09460834413766861	0.3304213881492615	-0.1328359991312027	0.18879170715808868	0.00036564370384439826	0.0053037190809845924	0.005608916748315096	-0.17351166903972626	-0.1416715383529663	-0.2874922752380371	-0.17833414673805237	-0.33143967390060425	0.1366763859987259	0.03499099612236023	-0.05712706595659256	-0.14533065259456635	-0.5334409475326538	-0.0062295543029904366	-0.05043796822428703	-0.3675891160964966	-0.17743922770023346	-0.04681406542658806	-0.1302325278520584	0.34820955991744995	0.302443265914917	-0.4551675021648407	0.12283732742071152	-0.3081204891204834	-0.047972552478313446	0.09508181363344193	0.0718265101313591	-0.13731025159358978	0.046084724366664886	-0.07340957224369049	0.11680717021226883	0.06252986937761307	0.24753740429878235	-0.012137139216065407	-0.14429984986782074	0.4488612413406372	-0.27979153394699097	0.08050653338432312	0.02997412160038948	-0.09672042727470398	0.10606638342142105	-0.008150513283908367	-0.04635651782155037	-0.02843000367283821	-0.08088000118732452	-0.10247118771076202	0.1514497995376587	-0.09805337339639664	0.29316964745521545	-0.1361473649740219	0.2268989235162735	-0.10619518905878067	-0.23667065799236298	0.010645310394465923	-0.12439390271902084	0.09413992613554001	-0.1041363775730133	-0.14499342441558838	0.24826538562774658	-0.21585804224014282	-0.24915458261966705	0.307291716337204	-0.24930189549922943	0.10366997122764587	0.2431669533252716	-0.2675512433052063	-0.251808226108551	-0.08073005825281143	0.28984206914901733	-0.09670857340097427	-0.08175823837518692	-0.14010962843894958	0.0028691673651337624	0.046098802238702774	0.21715524792671204	0.2853189706802368	-0.3117355704307556	-0.17053759098052979	-0.0015301021048799157	0.051359958946704865	0.11745201051235199	-0.03915202245116234
Martin_Scorsese-Produced_Joker_Movie_Wants_Leonardo_DiCaprio_to_Star	0.04032089188694954	0.12393565475940704	0.22335797548294067	0.042115647345781326	0.5174604654312134	0.10816755890846252	-0.07494854927062988	0.12938906252384186	-0.005131464451551437	-0.11068364977836609	0.06372302025556564	0.055782750248909	0.2677310109138489	0.12892137467861176	-0.038518428802490234	0.13036823272705078	0.042799945920705795	0.2639731764793396	0.14945286512374878	-0.3288736641407013	-0.3559665381908417	-0.215179905295372	0.21318349242210388	0.06403680145740509	-0.32010555267333984	-0.3379889130592346	0.23173761367797852	0.21350634098052979	0.01431079301983118	-0.03308756276965141	-0.18886305391788483	-0.18184244632720947	0.07252796739339828	0.1877676248550415	-0.19269226491451263	-0.10735790431499481	0.005136561580002308	-0.004103158600628376	0.2335950881242752	-0.0915490984916687	0.2335386425256729	-0.16463574767112732	-0.1009008139371872	-0.08458427339792252	-0.3833845257759094	0.005103081464767456	-0.07336407899856567	0.15987837314605713	-0.27650123834609985	0.04278102144598961	-0.2991596758365631	-0.09919457882642746	0.1930946409702301	-0.0731358602643013	-0.23166215419769287	-0.1429659128189087	0.1366017609834671	0.0477306954562664	-0.01324821449816227	-0.08579665422439575	0.02354416809976101	-0.11586730927228928	-0.12085732072591782	-0.20830661058425903	0.357368141412735	0.10755681246519089	0.4374569356441498	-0.11876282095909119	0.355152428150177	-0.09856264293193817	-0.13852234184741974	0.36640557646751404	-0.002980966819450259	-0.1918189823627472	0.122733473777771	0.19369341433048248	-0.3942040503025055	0.026650141924619675	-0.002857839921489358	0.11214828491210938	0.34694138169288635	0.055122267454862595	0.15962697565555573	0.058855991810560226	-0.3027188777923584	0.023844828829169273	0.026129135861992836	0.0334140881896019	0.2133413553237915	-0.17206133902072906	0.15221627056598663	-0.10987391322851181	0.2559269070625305	0.14627377688884735	-0.12399034202098846	-0.005924521014094353	0.09695549309253693	0.13718728721141815	0.23962557315826416	-0.2668360471725464
The_7_Best_Movies_Coming_to_Netflix_in_September_2017	-0.16727031767368317	-0.11860243231058121	-0.19702768325805664	-0.06139487773180008	0.3157617151737213	-0.15228500962257385	0.21799974143505096	0.1292901337146759	0.07281884551048279	-0.19328905642032623	-0.11488869041204453	0.3213959336280823	0.060520898550748825	-0.18804505467414856	0.399679958820343	-0.02439052425324917	-0.07837402820587158	-0.018943214789032936	-0.2034389078617096	-0.20073501765727997	0.005116872023791075	0.07566104829311371	0.0640343576669693	-0.29459378123283386	-0.27983716130256653	0.16026046872138977	0.12994436919689178	0.0608832910656929	-0.2654334306716919	-0.0449826754629612	-0.4156396985054016	0.06486210972070694	-0.43825000524520874	0.04491452872753143	0.09674527496099472	0.03118126466870308	-0.394203245639801	0.16518115997314453	0.06693657487630844	0.022752508521080017	-0.0758817046880722	-0.453246533870697	0.21892158687114716	-0.0809611827135086	-0.05437234789133072	0.01745082251727581	0.3668040335178375	0.10947906970977783	-0.07962966710329056	-0.15299920737743378	0.3258553743362427	-0.14566780626773834	-0.2985544502735138	0.13505889475345612	-0.08965612202882767	-0.2611558437347412	0.36811062693595886	-0.2869700789451599	-0.3435792326927185	0.3976580798625946	-0.5602366924285889	0.26416051387786865	-0.4451119005680084	-0.004056403413414955	0.3918633759021759	-0.08230026811361313	0.27200421690940857	-0.3426499366760254	0.07365269958972931	-0.2964443862438202	-0.12979617714881897	0.18474937975406647	-0.00906326062977314	0.07423587143421173	-0.21249225735664368	-0.29669877886772156	-0.09170843660831451	0.24922454357147217	-0.13505274057388306	0.17294684052467346	-0.23430173099040985	0.38589397072792053	0.47030386328697205	-0.0858805924654007	0.09072155505418777	-0.29065054655075073	0.4363612234592438	-0.648113489151001	0.30796849727630615	0.2304324209690094	0.10224519670009613	-0.20975573360919952	-0.020657261833548546	0.26988664269447327	-0.41822582483291626	0.1111006885766983	-0.024495018646121025	0.3587423861026764	0.08028687536716461	-0.07219564914703369
Exclusive:_DJ_Khaled_Eyes_Eminem_and_Adele_Collaborations_	0.14763708412647247	-0.08448220789432526	-0.35514968633651733	0.2177744358778	0.2105015516281128	0.14750893414020538	0.3931750953197479	0.14992401003837585	-0.11477943509817123	-0.04943665489554405	-0.06901049613952637	0.09457021951675415	-0.367369681596756	-0.03962777182459831	0.026136232540011406	0.4110342264175415	-0.012095870450139046	0.04609627649188042	-0.08982881158590317	0.12181266397237778	0.06285743415355682	-0.2442014217376709	-0.2053953856229782	-0.04389577731490135	-0.24219979345798492	0.03215962275862694	-0.018247874453663826	-0.0983356460928917	0.2054588943719864	-0.12632432579994202	0.1628795862197876	-0.2562396824359894	0.15640629827976227	0.05902794003486633	-0.11656897515058517	-0.2444436103105545	0.0007786391652189195	-0.1673799753189087	-0.09515243768692017	0.03798351064324379	0.14448292553424835	0.21988801658153534	-0.07716305553913116	-0.37778207659721375	-0.33289116621017456	-0.015896206721663475	-0.033577077090740204	-0.03626414015889168	0.4045445919036865	-0.12730291485786438	-0.16939117014408112	0.1723325103521347	0.20863433182239532	-0.058834124356508255	-0.21449534595012665	-0.3833514153957367	0.16349290311336517	0.14474116265773773	-0.11917649209499359	0.031156843528151512	-0.07369986176490784	-0.017867818474769592	-0.2770267128944397	-0.3603725731372833	0.09949667006731033	-0.04333323612809181	0.11505192518234253	0.15817515552043915	-0.11044751107692719	0.16522566974163055	0.07623226940631866	0.1234763115644455	0.12866519391536713	0.045037273317575455	0.05244021117687225	0.28603053092956543	-0.09274185448884964	-0.029644817113876343	0.021877476945519447	0.0701805055141449	0.40820780396461487	-0.24300645291805267	0.005654556211084127	0.14740177989006042	0.1646941751241684	-0.15475526452064514	-0.10483086854219437	0.33961430191993713	0.23128892481327057	-0.16270235180854797	0.24021850526332855	-0.0842028260231018	0.18100705742835999	0.25504252314567566	-0.408435195684433	-0.1912534385919571	-0.19726595282554626	0.004593408666551113	-0.12415310740470886	-0.11703420430421829
_So_You_Think_You_Can_Dance_:_Taylor_Sieve_&_Lex_Ishimoto_gave_a_performance_for_the_ages,_according_to_our_readers	-0.23098637163639069	-0.08845651894807816	0.014478819444775581	-0.0507325679063797	0.2853028476238251	0.2001839131116867	0.07837966084480286	0.16877292096614838	-0.09105690568685532	-0.1845521777868271	-0.12567155063152313	-0.09737268090248108	-0.08406946808099747	0.30098602175712585	-0.010065825656056404	-0.07822743058204651	0.1584756225347519	0.18975193798542023	0.033947404474020004	0.043885551393032074	-0.037436343729496	-0.4633895754814148	-0.1966833770275116	0.13084004819393158	-0.04705314710736275	0.25820213556289673	0.14705544710159302	0.1373702436685562	0.016245102509856224	0.22663700580596924	-0.1928318291902542	-0.12755663692951202	0.07678847014904022	0.11478221416473389	-0.01261879876255989	-0.27084359526634216	-0.04038349539041519	-0.08830226212739944	-0.08289994299411774	0.09985950589179993	0.15861542522907257	0.09102702885866165	-0.011594836600124836	-0.1224052682518959	-0.010068408213555813	-0.3422001302242279	0.06037181243300438	0.12846678495407104	0.2210148721933365	0.2705526351928711	-0.11262961477041245	-0.11383543163537979	0.1289941966533661	0.13679711520671844	0.3241511881351471	-0.16837480664253235	-0.047407783567905426	-0.19746188819408417	0.12046673893928528	0.006199866998940706	-0.14099116623401642	-0.10071850568056107	-0.30409637093544006	-0.11618571728467941	0.255747526884079	-0.23145683109760284	0.25112101435661316	-0.0020307768136262894	-0.05045086145401001	-0.15459737181663513	0.055167652666568756	0.27185773849487305	0.22237788140773773	-0.28168579936027527	-0.1027102991938591	0.20184116065502167	-0.42799466848373413	-0.20621149241924286	-0.04363948851823807	-0.15837429463863373	0.21212546527385712	0.020651163533329964	0.09305422753095627	-0.2033110409975052	-0.09321261942386627	0.06777969747781754	-0.016007620841264725	0.24212470650672913	0.059529006481170654	0.04776369407773018	0.16599135100841522	0.0074740443378686905	0.18546445667743683	0.26742756366729736	-0.4098752737045288	0.1902955025434494	-0.012025471776723862	0.02679997868835926	0.03499257192015648	0.08295498788356781
The_case_for_the_10.5-inch_iPad_Pro	0.13155826926231384	0.12534745037555695	0.10097270458936691	0.22537311911582947	-0.05935312807559967	0.34485796093940735	0.03019213117659092	0.16035442054271698	0.05443870648741722	-0.029789015650749207	-0.16212306916713715	-0.19071246683597565	-0.15104080736637115	-0.07800865918397903	0.31618475914001465	-0.01923702470958233	0.15120354294776917	0.478549599647522	-0.12881770730018616	-0.1469174474477768	0.28677278757095337	-0.18437719345092773	-0.008777224458754063	-0.46318426728248596	0.07186805456876755	0.29133307933807373	-0.18852996826171875	0.14808514714241028	0.2445879727602005	0.017092332243919373	0.03949374705553055	0.4034977853298187	0.019057687371969223	-0.22679167985916138	0.09032799303531647	-0.2629263997077942	-0.4590243101119995	-0.3385986387729645	-0.16637155413627625	-0.24084696173667908	0.16378746926784515	-0.07394235581159592	-0.04931192472577095	0.0004667149914894253	-0.19223707914352417	-0.10950917750597	0.14589941501617432	-0.3795297145843506	-0.045861922204494476	-0.2516527473926544	-0.13382863998413086	-0.26213449239730835	-0.04934882000088692	0.11545874923467636	0.11296449601650238	-0.037077099084854126	0.22545838356018066	0.123386912047863	-0.13483792543411255	0.08107369393110275	-0.3449196517467499	0.07001633942127228	0.156981959939003	0.1624201238155365	0.05231759324669838	-0.24923710525035858	-0.13841377198696136	0.002850813092663884	0.1742880642414093	-0.07025159150362015	-0.015228272415697575	0.019944608211517334	0.09969387948513031	0.06342948228120804	0.07322696596384048	-0.036928318440914154	-0.009303757920861244	-0.07262983918190002	-0.24843820929527283	0.38860175013542175	-0.26404255628585815	0.2504770755767822	0.27626705169677734	0.26704034209251404	-0.3154531717300415	-0.2060384303331375	0.0547574944794178	-0.09014511853456497	0.1490078568458557	0.030427787452936172	0.26137539744377136	-0.01275341585278511	-0.3165489137172699	-0.08339500427246094	0.2648365795612335	-0.006241986528038979	0.2841530442237854	0.19836413860321045	-0.019181635230779648	0.0940052941441536
